name,description,website,location,incubator_name
Further,Further is a venture capital investment platform that connects retail investors with venture capital funds and startups.,https://www.joinfurther.com,"London, England, United Kingdom, Europe",Antler
Kinship,Kinship is a relationship management tool that helps users remember and keep in touch with everyone they meet.,https://www.heykinship.com/,"New York, New York, United States, North America",Antler
Cattleguru,Cattleguru operates an e-commerce platform designed to provide farmers with easy access to cattle food and related services.,https://www.cattleguru.in,"Jhajjar, Haryana, India, Asia",Antler
Sprinque,Sprinque offers a B2B checkout platform for merchants and marketplaces.,https://www.sprinque.com,"Amsterdam, Noord-Holland, The Netherlands, Europe",Antler
Cloud Cycle,"A platform enabling concrete providers to manage concrete quality better, reduce waste, save money and slash CO2 emissions.",https://www.cloudcycle.com,"London, England, United Kingdom, Europe",Antler
Big.Jobs,Big.Jobs provides copilot hiring services to assist with employment.,https://big.jobs,"Bengaluru, Karnataka, India, Asia",Antler
Remakeable,Create and sell for the metaverse,https://remakeable.com,,Antler
Glint Solar,Identify and analyze the best solar sites faster,https://www.glintsolar.ai,"Oslo, Oslo, Norway, Europe",Antler
Fryda,Fryda is a digital wallet for your valuable physical stuff. A worry-free sustainable post-shopping experience for people & businesses.,http://www.fryda.life,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
REase,REase develops a prop-tech SaaS product aimed to make residential property transactions faster and less expensive.,https://www.rease.id,"Singapore, Central Region, Singapore, Asia",Antler
Baser,Baser specializes in automating Search Engine Optimization (SEO) processes for start-ups and growing companies.,https://getbaser.com,"London, England, United Kingdom, Europe",Antler
SuperOrdinary,SuperOrdinary is the distributor of coveted beauty and cosmetics brands.,https://superordinary.co/,"Los Angeles, California, United States, North America",Antler
Werkit,Werkit connects remotely managed teams at scale.,https://werkitafrica.com,"Brooklyn, New York, United States, North America",Antler
VeriPeri,"VeriPeri is a one-stop brand-building partner for the next generation of beauty, fashion, and lifestyle brands created by influencers.",https://www.veriperi.club,"Berlin, Berlin, Germany, Europe",Antler
Classnika,"Classnika is a reimagining remote education with a fully integrated platform that creates a rich, engaging, and safe e-learning.",https://www.classnika.com/,"Sydney, New South Wales, Australia, Oceania",Antler
Klutch.ai,"SaaS solution for after-sales teams. Klutch puts critical client insights at your fingertips, saving time and boosting productivity.",https://www.klutch.ai,"London, England, United Kingdom, Europe",Antler
Arkive,Arkive brings circularity to the beauty industry by digitizing the value chain.,https://arkive.nl,"Amsterdam, Noord-Holland, The Netherlands, Europe",Antler
Edupops,Social app with short videos for learning,https://edupops.com,"Singapore, Central Region, Singapore, Asia",Antler
Tinga,Tinga is a software company.,https://tinga.no/,"Haugesund, Rogaland, Norway, Europe",Antler
Avertro,All-in-One Cyber Governance SaaS Platform,https://avertro.com,"San Francisco, California, United States, North America",Antler
Gofigo,"Gofigo is a designer, a property developer and an architect that offers architectural visualisations.",https://www.gofigo.co/,"London, England, United Kingdom, Europe",Antler
Ora,ORA specializes in direct-to-patient healthcare transformation.,https://www.ora.group,"Singapore, Central Region, Singapore, Asia",Antler
HealthPro,Healthpro is a platform that connects healthcare workers and healthcare facilities.,https://www.healthpro.id/,"Kedoya Selatan, Jakarta Raya, Indonesia, Asia",Antler
Qeeper,Qeeper is a software development company that creates a home services platform for homeowners and property managers.,https://www.qeeper.co.uk/,"London, England, United Kingdom, Europe",Antler
Linker Finance,Linker Finance is an integrated mobile and Internet digital banking platform.,https://www.linkerfinance.com/,"Pasadena, California, United States, North America",Techstars
TiLT,TiLT makes leave not suck,https://hellotilt.com,"Fort Collins, Colorado, United States, North America",Techstars
Making Space,Talent acquisition and learning experience platform for companies to access prequalified underrepresented talent,https://making-space.com/,"Los Angeles, California, United States, North America",Techstars
Regard,Regard uses AI to automatically diagnose patients and generate accurate notes for doctors to improve patient care and reduce burnout.,https://withregard.com,"Los Angeles, California, United States, North America",Techstars
Climatize,Climatize is a mobile app that enables clients to invest in renewable energy projects through the spare change.,https://www.climatize.earth/,"Santa Cruz, California, United States, North America",Techstars
Tech1M,An AI-powered recruitment automation and skill assessment software,https://tech1m.com,"London, England, United Kingdom, Europe",Techstars
ThirdFi,"ThirdFi offers tools for building, trading, investing, and managing DeFi apps with multi-chain interoperability.",https://www.thirdfi.org,"New York, New York, United States, North America",Techstars
RootNote,RootNote is a SaaS platform that helps content creators grow their digital brands.,https://www.rootnote.co,"Nashville, Tennessee, United States, North America",Techstars
Reportwell,Streamlined regulatory compliance for gov't agencies and those that report to them,https://www.reportwell.io,"Indianapolis, Indiana, United States, North America",Techstars
FundMiner,FundMiner is a software solution for fundraising organizations.,http://www.FundMiner.com,"El Paso, Texas, United States, North America",Techstars
illuminem,illuminem is the world's leading source of sustainability & energy information,https://illuminem.com,"Venice, Veneto, Italy, Europe",Techstars
Solideon,"Solideon develops autonomous micro-factories that can build anything, anywhere.",https://www.solideon.com,"Berkeley, California, United States, North America",Techstars
Project Admission,"Creating a more connected experience for the buying, selling, and distribution of tickets.",http://projectadmission.com/,"Nashville, Tennessee, United States, North America",Techstars
ECO2GROW,ECO2GROW is a B2B energy renewable energy company that helps industrial SMEs master the renewable energy age.,https://en.eco2grow.com,"Bonn, Nordrhein-Westfalen, Germany, Europe",Techstars
Vortex IQ,Vortex IQ finds and analyzes data for merchants using in-house AI algorithms.,https://www.vortexiq.ai/,"Brentford, Hounslow, United Kingdom, Europe",Techstars
Saner.AI,"AI Knowledge Base, AI SaaS, AI, SaaS, Productivity App, AI Note Taking App, AI Personal Assistant, AI PKMS",https://saner.ai/,"Wilmington, Delaware, United States, North America",Techstars
Aayats,Music Production Marketplace Application,https://www.aayats.com,"Atlanta, Georgia, United States, North America",Techstars
Backpack Healthcare,"Backpack Healthcare is a digital mental health company that focuses on youth, family behavioral, and mental healthcare.",https://hellobackpack.com,"Elkridge, Maryland, United States, North America",Techstars
Incredible,Incredible is a credit repayment solution that tracks and automates credit card repayments,https://www.getincredible.com/,"London, England, United Kingdom, Europe",Techstars
OnePipe,OnePipe builds and maintains APIs that enable banks to partner with modern digital services and fintech.,https://onepipe.io/,"Lagos, Lagos, Nigeria, Africa",Techstars
Veesual,Augmented Shopping Experiences for fashion. Double the conversion for fashion brands. Powered by proprietary Image Generation Technology,https://www.veesual.ai/,"Paris, Ile-de-France, France, Europe",Techstars
hexafarms,Hexafarms offers a SaaS that enables greenhouses and vertical indoor farms to save on their operations and production.,https://hexafarms.com,"Berlin, Berlin, Germany, Europe",Techstars
Storj,"Decentralized cloud object storage that is affordable, easy to use, private, and secure.",http://storj.io,"Atlanta, Georgia, United States, North America",Techstars
TrojAI,TrojAI provides a comprehensive AI security platform to protect AI/ML applications and infrastructure.,https://www.troj.ai,"Saint John, New Brunswick, Canada, North America",Techstars
qomodo,qomodo helps to prevent cyber attacks and focus on getting their products to market.,https://www.qomodo.io/,"Covent Garden, Essex, United Kingdom, Europe",Techstars
Handl Health,"Price transparency platform that helps benefits consultants convert more business, retain clients and execute on savings goals.",https://www.handlhealth.com/,"Los Angeles, California, United States, North America",Techstars
Monitaur,"Monitaur is a software company that provides auditability, transparency, and governance for companies using machine learning software.",https://www.monitaur.ai/,"Duxbury, Massachusetts, United States, North America",Techstars
Innerlogic,Innerlogic is a culture optimization software company that assists businesses in monitoring and mastering their culture.,https://innerlogic.com,"Halifax, Nova Scotia, Canada, North America",Techstars
The Folklore Group,Revolutionizing wholesale distribution for diverse suppliers in emerging markets,https://www.thefolklore.com,"New York, New York, United States, North America",Techstars
Liquid Diamonds,Co-Pilot for B2B Diamond Sourcing,https://liquid.diamonds/,"New York, New York, United States, North America",Techstars
Diagon,B2B Marketplace for Manufacturing & Automation Equipment,https://diagontech.com/,"San Francisco, California, United States, North America",Techstars
Tune AI,GenAI stack for enterprises to build their custom models,https://tunehq.ai/,"San Francisco, California, United States, North America",Techstars
TransCrypts,Consumer Empowered Record Management,https://www.transcrypts.com,"Newark, California, United States, North America",Techstars
OncoveryCare,OncoveryCare is the virtual survivorship clinic providing whole-person care and community to survivors of critical illness with cancer.,https://www.oncoverycare.com,"Somerville, Massachusetts, United States, North America",Techstars
Flowpay,Embedded Financial Services for SME Platforms,https://www.flowpay.io/,"Prague, Hlavni mesto Praha, Czech Republic, Europe",Techstars
Retrocausal,"Retrocausal gives superpowers to manufacturing assembly operators, plant managers, and industrial engineers with its Generative AI Copilots.",http://www.retrocausal.ai,"Seattle, Washington, United States, North America",Techstars
Keep Company,"Helping organizations care for, and keep, parents and caregivers.",https://keep-company.com/,"Bethesda, Maryland, United States, North America",Techstars
AZmed,AZmed is a Medtech startup that offers innovative solutions to optimize healthcare specialists’ workflow by using AI.,http://www.azmed.co,"Paris, Ile-de-France, France, Europe",Techstars
Revent,Revent is a pre-owned device bank and AI powered virtual IT desk for businesses,https://revent.store,"Dubai, Dubai, United Arab Emirates, Asia",Techstars
Take2 AI,Take2 is an AI-Powered job simulation platform for sales recruiting.,http://www.take2.ai,"New York, New York, United States, North America",Techstars
Linq,Investment Research Platform for Financial Analysts Powered by Generative AI Search,https://www.getlinq.com,"Cambridge, Massachusetts, United States, North America",Techstars
ViralMoment,"ViralMoment uses AI, computer vision & context layering to help understand consumer insight & deal with visual conservation services.",https://www.viralmoment.com,"Menlo Park, California, United States, North America",Techstars
Klas,The easiest way to teach anything online,https://tryklas.com,"Remote, Oregon, United States, North America",Techstars
Cloudnine Augmented Intelligence,"Enterprise Knowledge Management System that secures sensitive data such as PII for data privacy, governance, risk, and compliance",http://www.cloudnineai.com,"Santa Monica, California, United States, North America",Techstars
Femtek,The first menstrual health focused smart ring built to encompass the entire female life cycle.,https://www.femtek.co,"Melbourne, Victoria, Australia, Oceania",Techstars
Pibox,Collaboration platform for music producers,https://pibox.com,"Helsinki, Southern Finland, Finland, Europe",Techstars
Preply,"Preply is an online tutoring platform, aiming to help students achieve their learning goals and prepare them to speak confidently.",https://preply.com,"Brookline, Massachusetts, United States, North America",Techstars
Parlay,Parlay helps community banks and credit unions qualify and convert more small business borrowers.,https://parlay.finance,"Alexandria, Virginia, United States, North America",Techstars
Tavolo,Tavolo is an AI-driven content creation and automated marketing platform for restaurants that helps drive revenue for business owners.,https://www.tavolo.ai,"Minneapolis, Minnesota, United States, North America",Techstars
PierSight Space,PierSight is constructing a SAR satellite network to provide continuous monitoring for the maritime industry.,https://piersight.space,"Ahmedabad, Gujarat, India, Asia",Techstars
Cariqa,"Cariqa: The all-in-one EV solution for seamless management, Europe-wide charging, trip planning, and real-time vehicle data",https://www.cariqa.com,"Berlin, Berlin, Germany, Europe",Techstars
OneScreen.AI,"OneScreen.AI features buy and sell target out-of-home advertising with data, ease, and accuracy.",https://www.onescreen.ai,"Boston, Massachusetts, United States, North America",Techstars
CircularPlace,"CircularPlace is a marketplace that allows businesses to manage, valorize, and reuse various types of equipment.",https://circularplace.fr,"Paris, Ile-de-France, France, Europe",Techstars
Okkular,Okkular is an AI based fashion tech startup.,https://www.okkular.shop,"Melbourne, Victoria, Australia, Oceania",Techstars
Renoster Systems,Renoster Systems is a research company that focuses on providing climate sensing technology and remote data in nature preserves.,https://www.renostersystems.co/,"Austin, Texas, United States, North America",Techstars
Interface Fluidics,Interface Fluidics is an international technology company offering innovative reservoir fluid analysis services.,http://www.interfacefluidics.com/,"Calgary, Alberta, Canada, North America",Techstars
Vartega,Vartega manufactures low-cost recycled carbon fiber sourced from various dry fiber and pre-preg scraps.,http://www.vartega.com,"Golden, Colorado, United States, North America",Techstars
Goby Homes,Goby Homes is a collaborative platform for real estate agents that improves communication and transparency during the home-buying process.,https://gobyhomes.com,"Washington, District of Columbia, United States, North America",Techstars
Secured Health,Secured Health platform helps underserved communities navigate existing health and social resources.,https://www.securedhealth.co,"Baltimore, Maryland, United States, North America",Techstars
Acrylic,Acrylic is a marketplace that offers ARTIST-branded music to digital content developers.,https://www.acrylic.la,,Techstars
CarbonBridge,CarbonBridge converts methane to methanol using microbes in a proprietary bioreactor.,https://carbonbridge.io,"Newark, New Jersey, United States, North America",Techstars
Sprout.ai,Sprout.ai is an intelligent claims automation engine for the insurance industry.,https://www.sprout.ai,"London, England, United Kingdom, Europe",Techstars
CyberOwl,CyberOwl offers an early warning system for cyber attacks through real-time monitoring of high value targets for malicious behavior.,http://www.cyberowl.io/,"London, England, United Kingdom, Europe",Techstars
Imaginario AI,AI assistants for video creation and transformation,https://imaginario.ai,"Philadelphia, Pennsylvania, United States, North America",Techstars
Wishroute,Wishroute helps your customers build healthy habits around your product via text.,https://www.wishroute.com,"Boston, Massachusetts, United States, North America",Techstars
Craftmerce,Craftmerce is an online marketplace that connects african brands and products with international partners.,http://www.craftmerce.com,"Middletown, Delaware, United States, North America",Techstars
Wakeo,Wakeo provides a Saas platform to bring real time visibility on B2B transport flows.,http://wakeo.co,"Paris, Ile-de-France, France, Europe",Techstars
Pixxel,Pixxel is a space data company that develops a constellation of hyperspectral earth imaging satellites.,https://www.pixxel.space/,"El Segundo, California, United States, North America",Techstars
Immagnify Ltd.,Immagnify provides business teams with accurate B2B contact information based on advanced technographic segmentation and customer analysis.,https://immagnify.com/,"Ra'anana, HaMerkaz, Israel, Asia",Techstars
Avenir,Avenir empowers wealth managers to reach a new generation of investors through hyper-personalisation.,https://www.joinavenir.com/,"London, England, United Kingdom, Europe",Techstars
treet,Treet helps modern brands grow responsibly through resale,https://www.treet.co,"San Francisco, California, United States, North America",Techstars
Shur,Shur is a B2B2C connecting the financial services industry to millions of Professionals with Student Loans.,https://getshur.com/,"New York, New York, United States, North America",Techstars
valarix,"Machine Learning Saas, for Tax and Audit Accountants",https://www.valarix.com,"Miami, Florida, United States, North America",Techstars
NeuroX1,Computational drug discovery leveraging generative AI to create therapeutics for neurodegenerative disorders.,https://www.neurox1.com,"Austin, Texas, United States, North America",Techstars
Naria,"Naria is a social storytelling sandbox for kids, powered by GenAI.",https://naria.ai,"San Mateo, California, United States, North America",Techstars
Baton Media,Baton Media helps media artists to maintain creative control and be properly credited and compensated for their work.,https://www.baton.media,"New York, New York, United States, North America",Techstars
Enurgen,Enurgen is a clean tech energy software solution for solar system operators.,https://www.enurgen.com,"Ottawa, Ontario, Canada, North America",Techstars
SwingVision,"SwingVision provides automated stats, highlights and officiating for amateur athletes in ball & racket sports.",https://swing.vision,"San Mateo, California, United States, North America",Techstars
Zencey,Zencey uses artificial intelligence and telehealth to make quality healthcare more affordable and accessible in emerging markets,https://www.zencey.com,"Abidjan, Lagunes, Côte d'Ivoire, Africa",Techstars
Sommos (formerly PasanaQ),Sommos digitizes informal collaborative savings associations (ROSCA) and individual and group savings schemes in LatAm.,https://sommosapp.com/,"Santa Cruz De La Sierra, Santa Cruz, Bolivia, South America",Techstars
AKALA,"AKALA is a first-of-its-kind, blended model, College Admissions Counseling platform. Backed by Google and Global Silicon Valley.",https://www.goakala.com/,"Redwood City, California, United States, North America",Techstars
Brightlines,Brightlines identifies and scrubs personally identifying information from the internet to reduce the risk of online and offline threats.,https://brightlin.es,"Washington, District of Columbia, United States, North America",Techstars
Reeple,Reeple helps diasporan Africans and digital normads access seamless cross-border payments,https://www.reeple.ai/,"Lagos, Lagos, Nigeria, Africa",Techstars
8LAB,"8LAB is the members-only hub where creatives and tech pros connect and innovate with guidance from industry leaders + AI, Agent 8.",https://www.8lab.ai,"Los Angeles, California, United States, North America",Techstars
Cinchy,Cinchy is the cure for data complexity.,http://www.cinchy.com,"Toronto, Ontario, Canada, North America",Techstars
Heex Technologies,Smart Data for AI development.,https://heex.io,"Paris, Ile-de-France, France, Europe",Techstars
Volteum,Enabling companies to operate EV fleets easily and cost-efficiently,https://volteum.io,"Budapest, Budapest, Hungary, Europe",Techstars
Lucky Juicebox,The UGC Platform for Real World Games,https://luckyjuicebox.com,"San Francisco, California, United States, North America",Techstars
Krita.ai,AI Employer Brand Marketing Platform,https://krita.ai,"Lewes, Delaware, United States, North America",Techstars
Zoftware,"AI-driven software marketplace for MENA, offering custom software recommendations & buyer intent data",https://zoftwarehub.com/,"Dubai, Dubai, United Arab Emirates, Asia",Techstars
Parker,Parker is modernizing the mobile home park industry.,https://investparker.com,"Boston, Massachusetts, United States, North America",Techstars
Mercado Único,Mercado Único is a B2B platform for the distribution and management of opportunistic sales of Consumer Goods.,https://www.mercadounico.tech,"Brasília, Rio Grande do Norte, Brazil, South America",Techstars
IrisMed,AI Agents for Medical Back Office,https://irismed.co,,Techstars
Kredete,Kredete is a platform for African immigrants in North America to send money home to 20+ countries instantly at low fees and build credit.,https://www.kredete.io,"New York, New York, United States, North America",Techstars
MONSAPO,"AI-powered machines, sustainable waste management converting used cooking oil into biodegradable cleaning products",https://monsapo.com,"Paris, Ile-de-France, France, Europe",Techstars
Flexspeak,Flexspeak is an assistive communication app for people who cannot speak or have difficulty speaking.,https://www.flexspeak.com/,"Westminster, California, United States, North America",Techstars
Pelican,Pelican is a mobile app empowering families to achieve their financial goals by providing investment advice and fund finding opportunities.,https://pelicaninvests.com/,"New York, New York, United States, North America",Techstars
Agri-Trak,Agri-Trak offers a frictionless software platform aimed at simplifying labor tracking while prioritizing compliance with labor laws.,http://agri-trak.com,"Pultneyville, New York, United States, North America",Techstars
SALUBATA,SALUBATA invents lifestyle technologies that benefit both people and the environment.,https://salubataofficial.com,"New Castle, Delaware, United States, North America",Techstars
Hypeal.com,Prime Memberships For E-Commerce Brands,https://hypeal.com,"Amsterdam, Noord-Holland, The Netherlands, Europe",Techstars
Peas,"Peas is a horizontal banking layer for couples to split expenses, save together and earn rewards.",https://peas.money,,Techstars
Keepe,SaaS-enabled B2B Marketplace for Home Repairs,http://www.keepe.com,"Seattle, Washington, United States, North America",Techstars
Aura Finance,"A financial wellness platform blending psychology with money management, empowering employees to achieve their financial goals.",https://www.aurafinance.io/,"San Francisco, California, United States, North America",Techstars
Trudenty,Enabling data sharing across the payments ecosystem for fraud prevention,https://trudenty.com,"London, England, United Kingdom, Europe",Techstars
Ride Commerce,"Get DORA ESG Compliance for scope 1,2,3 emissions",https://www.ridecommerce.co,"London, England, United Kingdom, Europe",Techstars
Blackcopper,"Blackcopper is a financial service provider that offers investment opportunities, business loans, and lifestyle payments services.",https://blackcopper.io/,"New Castle, Delaware, United States, North America",Techstars
Hydrosat,Hydrosat is a climate tech company that was founded to help Earth manage its most valuable resource: water.,http://www.hydrosat.com,"Washington, District of Columbia, United States, North America",Techstars
Brysk,Brysk is an autonomous checkout technology platform for retail,https://www.brysk.com/,"Wilmington, Delaware, United States, North America",Techstars
Positive Finance,Sustainable finance for Employers and their employees,https://www.positive.finance,"San Francisco, California, United States, North America",Techstars
Mosqitter,"Mosqitter is a smart, safe and eco-friendly mosquito control solution that protects people from mosquito bites outdoors.",https://www.mosqitter.com,"East Stroudsburg, Pennsylvania, United States, North America",Techstars
Stykite,"All-in-one biling & payment infrastructure for SaaS companies. Subscription billing, usage based billing, payments, sales tax compliance.",https://stykite.com/,"Claymont, Delaware, United States, North America",Techstars
Vestinda,AI-driven trading automation platform. No-code environment to build and automate portfolios,https://www.vestinda.com/,"Wilmington, Delaware, United States, North America",Techstars
IMRSV,A new way to measure the world. Software that turns any webcam into an intelligent sensor.,http://www.imrsv.com,"New York, New York, United States, North America",Techstars
Real Time Gamers,"RealTimeGamers provide AI-powered game design and development services, bringing your game concepts to life with creativity.",https://realtimegamers.com/,"Colombo, Western, Sri Lanka, Asia",Techstars
KLIQ,KLIQ is an all-in-one platform that enables Creators to launch their own apps and grow their community-focused digital businesses.,https://www.joinkliq.io/,"London, England, United Kingdom, Europe",Techstars
Plainr,A Techstars portfolio company. We help Private Equity and Private Equity backed companies extract intelligence from their data easily,https://www.plainr.io,"San Francisco, California, United States, North America",Techstars
DubPrime,Inclusive & Explainable AI Underwriting,https://www.dubprime.com/,"Los Gatos, California, United States, North America",Techstars
Kard,"Kard is a mobile banking alternative for the new generation. We make banking easy, accessible and transparent for teenagers.",https://kard.eu/,"Paris, Ile-de-France, France, Europe",Techstars
LISUS,Lisus sells critical minerals.,https://www.lisusenergy.com,"El Segundo, California, United States, North America",Techstars
Sirius Technologies,"Sirius makes it easy to automate sharing sustainability data with clients, regulators, and other stakeholders within the metal supply chain",https://besirius.io/,"Amsterdam, Noord-Holland, The Netherlands, Europe",Techstars
Dopl Technologies,Dopl (dah-pull) is optimizing healthcare through telerobotic procedures by enabling specialists to treat patients in a different location.,https://www.dopltechnologies.com/,"Seattle, Washington, United States, North America",Techstars
Kodex AI,Kodex AI offers AI risk management software enabling businesses to assess and control their AI risk quickly.,https://kodex-ai.com,"Berlin, Berlin, Germany, Europe",Techstars
Dapple Security,Dapple Security protects people and privacy through a first-of-its-kind passwordless platform.,https://dapplesecurity.com/,"Centennial, Colorado, United States, North America",Techstars
Bloomfilter,Bloomfilter is the first process intelligence platform for the software development lifecycle.,https://www.thebloomfilter.com/,"Cleveland, Ohio, United States, North America",Techstars
Candlelit Care,Candlelit Care leverages patient data to address symptoms of maternal depression and anxiety among Black mothers.,http://candlelitcare.com,"Charlotte, North Carolina, United States, North America",Techstars
Lore,Lore is a Generative AI media and consulting company.,https://lore.com,"San Francisco, California, United States, North America",Techstars
GyftGram,GyftGram is a GenAI hospitality technology platform,http://gyftgram.io,"New York, New York, United States, North America",Techstars
AAZZUR,"Embedding financial products into user journeys for FinTechs, banks and corporates – at the point of need, without building a tech stack.",http://www.aazzur.com,"Berlin, Berlin, Germany, Europe",Techstars
CREWASIS,Crewasis is a marketing intelligence platform (MIP) that is on a mission to find data-driven insights that change the world.,https://crewasis.ai/,"Brooklyn, New York, United States, North America",Techstars
Complya,Complya facilitates the automation of the compliance journey to inspection readiness for government-regulated care economy firms.,https://complya.ai,,Techstars
Wscripted,"Wscripted accelerates the discovery of writers and content for producers, studios and streamers with technology.",https://www.wscripted.co,"New York, New York, United States, North America",Techstars
Havoc Shield,Havoc Shield develops a cyber security program effective for small businesses.,https://havocshield.com,"Chicago, Illinois, United States, North America",Techstars
Livsn,"Livsn creates versatile, durable clothing for people.",https://www.livsndesigns.com/,"Fayetteville, Arkansas, United States, North America",Techstars
Rush Roto,Rush Roto puts professional-level product video where editing skills are not required.,https://www.rushrotostudio.com,"Dover, Delaware, United States, North America",Techstars
G2Q Computing,"Quantum Computing software, AI & ML",https://g2qcomputing.com/,"Milan, Lombardia, Italy, Europe",Techstars
IngramMicro Security (PVT) Ltd,Ingram Micro Security is more than just a brand– we're your partner in building a secure and thriving digital future.,https://ingrammicrosecurity.com/,"Colombo, Western, Sri Lanka, Asia",Techstars
Reviway,Road Surface Maintenance Solution,https://www.reviway.com/,"Reggio Nell Emilia, Emilia-Romagna, Italy, Europe",Techstars
Voovo,Voovo is an application that uses several innovative ways to create digital flashcards.,https://www.voovostudy.com/,"Dublin, Dublin, Ireland, Europe",Techstars
Incredible,Incredible is a credit repayment solution that tracks and automates credit card repayments,https://www.getincredible.com/,"London, England, United Kingdom, Europe",Techstars
Monetizr,Monetizr is an in-game ad experience platform that integrates brand stories at scale into mobile games.,https://themonetizr.com,"Atlanta, Georgia, United States, North America",Techstars
mtion interactive,AI native social platform powered by interactive gaming experiences,https://www.mtion.xyz,"Kitchener, Ontario, Canada, North America",Techstars
Work Onward,A hyperlocal hiring platform for local shops and small businesses.,https://www.workonward.com,"New York, New York, United States, North America",Techstars
Occosoft LLC,Occosoft: Unlock infinite opportunities and elevate your business to new heights with our innovative solutions.,http://occosoft.com/,"Austin, Texas, United States, North America",Techstars
HubIQ,HubIQ is technology-driven B2B fulfillment and on-demand warehousing solution.,https://www.hubiq.africa,"Nairobi, Nairobi Area, Kenya, Africa",Techstars
FTN Network,FTN Network is a multi-site high-level data and media organization specializing in all aspects of iGaming.,https://www.ftndata.com,"San Diego, California, United States, North America",Techstars
EXCHANGE ROBOTICS INC,AI Exchange Technologies for Illiquid and Alternative Assets,https://www.exchangerobotics.com/,"New York, New York, United States, North America",Techstars
LexIQ,SaaS contract analysis solution helping legal teams reduce time to value.,https://www.lexiq.io,,Techstars
Impact AI,"Automated 360 degrees AI Governance and QA tool, to ensure AI products are compliant, responsible and operational.",https://impact.ai,"Linz, Oberosterreich, Austria, Europe",Techstars
NUBO,NUBO is a network of coworking spaces that supports local businesses.,https://newurbanoffice.com,"Milan, Lombardia, Italy, Europe",Techstars
Plain,Space design and furniture selection solution.,https://www.plain-service.com/,"Warsaw, Mazowieckie, Poland, Europe",Techstars
SHION,"Digital Sound Processing (DSP) AI Software, Active Acoustic Hardware",https://www.shion.at,"Vienna, Wien, Austria, Europe",Techstars
Bestie Bite,The app that simplifies restaurant research and review for new gens and makes content marketing accessible for all restaurants.,https://www.bestiebite.it,"Roma, Lazio, Italy, Europe",Techstars
VisionAnchor,Vision Anchor is a smart anchoring system that monitors the anchor and transmits data to the boat.,https://www.visionanchor.net,"Delaware, Ohio, United States, North America",Techstars
Intuos,"Intuos brings digital and data driven solutions to the General Aviation Industry, transforming aircrafts asset management",https://intuos.it,"L'aquila, Abruzzi, Italy, Europe",Techstars
Anything World,"Anything World combines AI, speech computing, and 3D rendering with layers of behavioral intelligence.",https://anything.world,"London, England, United Kingdom, Europe",Techstars
SylloTips,Your all-in-one AI-based knowledge sharing platform,https://www.syllotips.com/,"Rome, Lazio, Italy, Europe",Techstars
Astronuts,AI for code reviews and error logs with real time resolutions so that developers can focus on building rather than fixing.,https://www.astronuts.io,"San Francisco, California, United States, North America",Techstars
Perleybrook,Perleybrook makes Flagman and Industry 5.0 AI Powered Computer Vision based Industry Safety Solution Platform.,http://perleybrook.com/,"Portsmouth, New Hampshire, United States, North America",Techstars
Toasty,Our mission at Toasty is to make sustainable lifestyle accessible to everyone.,https://toasty.family,"Paris, Ile-de-France, France, Europe",Techstars
Trainizi,Trainizi leverages interactive technologies & proprietary AI to Upskill and Facilitate Quality Job Opportunities for deskless employees.,https://trainizi.com/,"Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",Techstars
StudyFree,StudyFree is the Subscription-based platform that connects students with international opportunities worldwide,https://studyfree.com/en,"San Francisco, California, United States, North America",Techstars
soona,Soona is a virtual content studio platform that helps brands to make professional-level photos and videos for e-commerce and marketing.,https://soona.co/,"Denver, Colorado, United States, North America",Techstars
Little Place Labs,Building machine learning solutions for space edge computing in a scalable way.,https://www.littleplace.com/,"Houston, Texas, United States, North America",Techstars
Digiphy,Activate your products and marketing assets digitally with QR-enabled contextual marketing.,http://www.digiphy.it,"Los Angeles, California, United States, North America",Techstars
Leucine,Compliance Platform for Pharma,https://www.leucine.io,"New York, New York, United States, North America",Techstars
SoleSafe,SoleSafe delivers an automated underwriting solution specifically designed for sneakers.,https://www.solesafe.co,"South Saint Paul, Minnesota, United States, North America",Techstars
Local Sports Network,"Local Sports Network is a digital community working to strengthen ties between sports fans, high schools, and athletes.",https://localsports.network,"Austin, Texas, United States, North America",Techstars
Geospiza,Geospiza is a tech start up that changes the way crisis and emergency management decision are made.,https://geospiza.us,"Denver, Colorado, United States, North America",Techstars
Question Base,AI-powered knowledge base on top of Slack,https://www.questionbase.com/,"Miami, Florida, United States, North America",Techstars
LeagueOS,LeagueOS enables its users to create their own league and control their own data.,https://www.leagueos.gg/,"St Louis, Missouri, United States, North America",Techstars
korzo Wealth,The AI Wealth Advisor for Modern Generations,https://korzo.com,"Palo Alto, California, United States, North America",Techstars
Escalate USA,Escalate USA is a frontline retention platform helping employers retain talent and creating pathways for entry-level talent.,https://escalateusa.com,"Silver Spring, Maryland, United States, North America",Techstars
Metrobi,"Metrobi aims to support local food and beverage makers with logistics, financial, and marketing tools and help them expand their businesses.",https://metrobi.com,"Boston, Massachusetts, United States, North America",Techstars
Optio,Helping companies to turn customer data into successful sales,https://www.optio.ai/,"Tbilisi, Dushet'is Raioni, Georgia, Asia",Techstars
Stabl,Stabl is a postoperative recovery services platfrom.,https://www.stabl.io/,"Irving, Texas, United States, North America",Techstars
